URL,Title,Publish date,Authors,Section,Tags,Sort (Engaged minutes),Visitors,Views,Engaged minutes,New vis.,Returning vis.,Views new vis.,Avg. views new vis.,Views ret. vis.,Avg. views ret. vis.,Minutes New Vis.,Avg. minutes new vis.,Minutes Ret. Vis.,Avg. minutes ret. vis.,Desktop views,Mobile views,Tablet views,Search refs,Internal refs,Other refs,Direct refs,Social refs,Fb refs,Tw refs,Li refs,Pi refs,Social interactions,Fb interactions,Tw interactions,Li interactions,Pi interactions,Video starts,Video minutes watched,Website views,AMP views,Fb instant views
https://www.thespec.com/opinion-story/8956564-a-platform-built-on-falsehoods/,A platform built on falsehoods,2018-10-11 05:00,ryan mcgreal,opinion,"category:opinion,images:1,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:opinion|commentary,video:no",7000,5300,6010,7000,1829,3471,2070,1.049,3940,1.135,2355,1.194,4644,1.338,1856.0,3579,575,296.0,1180.0,108.0,681.0,3742.0,2501.0,1139.0,,,1859,1236,623,,,,,6010,,
https://www.thespec.com/news-story/7412880-nicole-patenaude-jumped-off-a-bridge-onto-hwy-403-and-killed-herself-this-is-her-story/,Nicole Patenaude jumped off a bridge onto Hwy. 403 and killed herself. This is her story,2017-07-10 01:00,susan clairmont,news|local,"category:news,images:21,manual_torstar_tag:1,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:news|local,video:no",6963,1787,1912,6963,1275,512,1354,1.059,558,1.09,4826,3.773,2136,4.172,230.0,1595,87,378.0,153.0,4.0,407.0,970.0,970.0,,,,106,106,,,,,,1912,,
https://www.thespec.com/whatson-story/8953211-keira-knightley-slams-duchess-kate-s-stylish-post-baby-appearance-in-searing-essay/,Keira Knightley slams Duchess Kate's 'stylish' post-baby appearance in searing essay,2018-10-09 07:10,cydney henderson,whatson|celebrity,"category:news,category:whatson,images:2,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:whatson|artsentertainment,subcategory:whatson|celebrity,video:no",6744,7583,8108,6744,3454,4129,3654,1.032,4454,1.079,2931,0.827,3813,0.923,3129.0,3816,1163,1528.0,3287.0,1291.0,605.0,1385.0,1086.0,299.0,,,81,80,1,,,,,8108,,
https://www.thespec.com/news-story/8956192-doug-ford-takes-direct-aim-at-justin-trudeau/,Doug Ford takes direct aim at Justin Trudeau,2018-10-10 03:34,robert benzie,news|ontario,"category:news,images:2,manual_torstar_tag:13,manual_torstar_tag:14,manual_torstar_tag:8,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:news|ontario,video:no",6369,7070,7411,6369,4488,2582,4612,1.029,2799,1.084,4041,0.902,2327,0.901,1540.0,4902,969,2880.0,818.0,962.0,695.0,2054.0,2000.0,54.0,,,1640,1632,8,,,,,7411,,
https://www.thespec.com/news-story/8958003-2-deaths-at-burgoyne-bridge-in-6-days/,2 deaths at Burgoyne Bridge in 6 days,2018-10-11 01:00,allan benner,news|local,"category:news,images:1,news_source:newsgate,primary_publication:stcatharinesstandard,subcategory:news|local,video:no",5837,6363,6745,5837,1614,4749,1639,1.028,5106,1.075,1460,0.915,4377,0.922,3175.0,2979,591,11.0,4632.0,4.0,192.0,1906.0,1664.0,242.0,,,191,182,9,,,,,6745,,
https://www.thespec.com/whatson-story/8950123--going-going-gone-banksy-artwork-self-destructs-just-after-1-4-million-sale/,"‘Going, going, gone...’: Banksy artwork self-destructs just after $1.4 million sale",2018-10-06 11:08,jill lawless,whatson|art,"category:news,category:whatson,images:1,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:whatson|art,video:no",5660,4597,4964,5660,2927,1670,3076,1.063,1888,1.131,3612,1.248,2047,1.226,1781.0,2483,700,232.0,951.0,3010.0,250.0,470.0,388.0,82.0,,,44,40,4,,,,,4964,,
https://www.thespec.com/opinion-story/8956172-melania-trump-wants-our-respect-here-s-how-she-could-earn-it/,Melania Trump wants our respect — here's how she could earn it,2018-10-10 02:48,alyssa rosenberg,opinion,"category:news,category:opinion,images:1,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:opinion|commentary,video:no",5534,4469,4719,5534,1936,2533,2078,1.078,2641,1.043,2376,1.233,3158,1.247,633.0,3124,962,2882.0,721.0,108.0,889.0,114.0,91.0,23.0,,,81,79,2,,,,,4719,,
https://www.thespec.com/news-story/8766679-candidate-profiles-ward-issues-in-the-2018-hamilton-municipal-election/,"Candidate profiles, ward issues in the 2018 Hamilton municipal election",2018-09-21 02:00,Staff,news|municipal election,"category:news,images:1,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:news|local,subcategory:news|municipal election,video:no",4875,8354,14654,4875,3247,5107,5907,1.63,8747,1.713,2116,0.584,2759,0.54,7212.0,5883,1559,7515.0,4194.0,40.0,1504.0,1367.0,1137.0,212.0,,,98,89,9,,,,,14654,,
https://www.thespec.com/news-story/8953216--1-35-million-lotto-ticket-went-unclaimed-for-nearly-a-year-then-a-man-checked-a-jacket-pocket/,$1.35 million lotto ticket went unclaimed for nearly a year. Then a man checked a jacket pocket,2018-10-09 02:20,alex horton,news|world,"category:news,images:1,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:news|world,video:no",4847,7305,7588,4847,4671,2634,4794,1.013,2795,1.061,3101,0.655,1745,0.662,886.0,5934,768,4713.0,1086.0,230.0,1177.0,379.0,333.0,46.0,,,53,52,1,,,,,7588,,
https://www.thespec.com/news-story/8952086-son-accused-of-attempted-murder-in-stoney-creek-stabbing/,Son accused of attempted murder in Stoney Creek stabbing,2018-10-09 01:00,nicole o'reilly,news|crime,"category:news,images:1,news_source:newsgate,primary_publication:hamiltonspectator,subcategory:news|crime,subcategory:news|local,video:no",4645,9910,11684,4645,2884,7026,3172,1.042,8512,1.212,1584,0.52,3060,0.436,3745.0,6623,1316,616.0,6219.0,481.0,766.0,3567.0,2868.0,699.0,,,192,187,5,,,,,11684,,
